date vaccinations
09/11/2022	7078
10/11/2022	8831
11/11/2022	8758
12/11/2022	7328
13/11/2022	711
14/11/2022	185
15/11/2022	7670
16/11/2022	8555
17/11/2022	8969
18/11/2022	8581
19/11/2022	7282
20/11/2022	823
21/11/2022	263
22/11/2022	6721
23/11/2022	6550
24/11/2022	7459
25/11/2022	8464
26/11/2022	6022
27/11/2022	672
28/11/2022	373
29/11/2022	6933
30/11/2022	8083
01/12/2022	7840
02/12/2022	7903
03/12/2022	5494
04/12/2022	477
05/12/2022	298
06/12/2022	4787
07/12/2022	6291
08/12/2022	5975
09/12/2022	6127
10/12/2022	4698
11/12/2022	644
14/12/2022	4799
15/12/2022	5447
16/12/2022	3405
17/12/2022	379
18/12/2022	526
21/12/2022	3381
22/12/2022	3050
23/12/2022	2417
24/12/2022	1172
25/12/2022	316
26/12/2022	0
