Date	Vaccinations
14/08/2021	902.1143276
15/08/2021	577.6474899
16/08/2021	637.9846097
17/08/2021	695.1227556
18/08/2021	793.3565409
19/08/2021	846.6031513
20/08/2021	836.4858923
21/08/2021	981.6306339
22/08/2021	574.1920117
23/08/2021	651.0956394
24/08/2021	681.8834738
25/08/2021	841.9970685
26/08/2021	733.1476731
27/08/2021	646.3649689
28/08/2021	648.4389886
29/08/2021	380.4690363
30/08/2021	316.2000733
31/08/2021	583.7339685
01/09/2021	577.0355442
02/09/2021	584.0124588
03/09/2021	534.4668377
04/09/2021	621.4987175
05/09/2021	348.0688897
06/09/2021	376.3759619
07/09/2021	412.1363137
08/09/2021	414.4045438
09/09/2021	448.7944302
10/09/2021	431.9347746
11/09/2021	461.6049835
12/09/2021	247.5998534
13/09/2021	293.4444852
14/09/2021	309.1608648
15/09/2021	321.3338219
16/09/2021	318.8860388
17/09/2021	297.4056431
18/09/2021	361.65262
19/09/2021	179.5419568
20/09/2021	243.6496885
21/09/2021	233.7486259
22/09/2021	244.5071455
23/09/2021	255.2986442
24/09/2021	265.2106999
25/09/2021	261.6855991
26/09/2021	152.1546354
27/09/2021	212.8838402
28/09/2021	239.5932576
29/09/2021	240.498351
30/09/2021	3433.613045
01/10/2021	829.5382924
02/10/2021	952.4294613
03/10/2021	495.3206303
04/10/2021	699.4686698
05/10/2021	828.2117992
06/10/2021	818.9849762
07/10/2021	876.9292781
08/10/2021	859.9523635
09/10/2021	1156.764383
10/10/2021	494.8076218
11/10/2021	649.8351044
12/10/2021	832.2132649
13/10/2021	1942.213265
14/10/2021	1137.768413
15/10/2021	1066.628802
16/10/2021	1350.97838
17/10/2021	561.1359472
18/10/2021	884.7783071
19/10/2021	1127.680469
20/10/2021	1218.537926
21/10/2021	2520.161231
22/10/2021	1359.857091
23/10/2021	1615.111763
24/10/2021	785.3939172
25/10/2021	1114.866251
26/10/2021	1204.038109
27/10/2021	1301.476731
28/10/2021	1341.447417
29/10/2021	1276.929278
30/10/2021	1589.838769
31/10/2021	750.4580432
01/11/2021	1091.432759
02/11/2021	1334.756321
03/11/2021	1535.511176
04/11/2021	1460.648589
05/11/2021	1424.796629
06/11/2021	1774.019787
07/11/2021	917.3140344
08/11/2021	1214.723342
09/11/2021	1470.608281
10/11/2021	2562.081348
11/11/2021	1575.144742
12/11/2021	1517.625504
13/11/2021	1904.862587
14/11/2021	942.9644558
15/11/2021	1233.722975
16/11/2021	1461.56834
17/11/2021	1610.967387
18/11/2021	1599.80579
19/11/2021	1511.817516
20/11/2021	1880.798827
21/11/2021	983.1843166
22/11/2021	1282.304874
23/11/2021	1516.951264
24/11/2021	1564.543789
25/11/2021	1621.410773
26/11/2021	1505.097105
27/11/2021	1912.000733
28/11/2021	1232.220594
29/11/2021	1345.37926
30/11/2021	1668.32173
01/12/2021	1708.446317
02/12/2021	1750.582631
03/12/2021	1619.835104
04/12/2021	1939.640894
05/12/2021	1243.261268
06/12/2021	1371.03701
07/12/2021	1623.074386
08/12/2021	1706.786369
09/12/2021	1932.363503
10/12/2021	1769.827776
11/12/2021	2255.507512
12/12/2021	1652.781239
13/12/2021	2062.293881
14/12/2021	2670.139245
15/12/2021	2975.610114
16/12/2021	3431.586662
17/12/2021	3399.402712
18/12/2021	3755.342616
19/12/2021	3369.443019
20/12/2021	3622.975449
21/12/2021	3894.118725
22/12/2021	3417.006229
23/12/2021	2499.860755
24/12/2021	711.2751924
25/12/2021	45.26200073
26/12/2021	98.94466838
27/12/2021	1155.668743
28/12/2021	1386.881642
29/12/2021	1874.921217
30/12/2021	1740.681568
31/12/2021	749.4100403
01/01/2022	87.60351777
02/01/2022	514.565775
03/01/2022	697.2444119
04/01/2022	1057.445951
05/01/2022	1165.892268
06/01/2022	1060.040308
07/01/2022	1028.101869
08/01/2022	1166.760718
09/01/2022	714.767314
10/01/2022	711.5316966
11/01/2022	687.6145108
12/01/2022	646.7277391
13/01/2022	603.0304141
14/01/2022	600.0879443
15/01/2022	711.8028582
16/01/2022	424.7416636
17/01/2022	423.294247
18/01/2022	449.0802492
19/01/2022	416.313668
20/01/2022	427.5668743
21/01/2022	450.8391352
22/01/2022	518.0139245
23/01/2022	314.0344449
24/01/2022	372.7189447
25/01/2022	352.7519238
26/01/2022	369.1498717
27/01/2022	361.3411506
28/01/2022	396.8743129
29/01/2022	415.0824478
30/01/2022	267.4386222
31/01/2022	288.2594357
01/02/2022	282.4697691
02/02/2022	288.6661781
03/02/2022	287.1198241
04/02/2022	301.3118358
05/02/2022	295.6650788
06/02/2022	163.9098571
07/02/2022	240.3591059
08/02/2022	246.408941
09/02/2022	248.1641627
10/02/2022	264.2249908
11/02/2022	291.8651521
12/02/2022	298.9813118
13/02/2022	147.002565
14/02/2022	213.7376328
15/02/2022	316.5078783
16/02/2022	248.4719678
17/02/2022	238.9519971
18/02/2022	169.5272994
19/02/2022	236.0754855
20/02/2022	126.9182851
21/02/2022	192.6456578
22/02/2022	208.1348479
23/02/2022	207.8343716
24/02/2022	183.1330158
25/02/2022	196.7533895
26/02/2022	211.0333455
27/02/2022	114.1700257
28/02/2022	159.4650055
01/03/2022	159.3733968
02/03/2022	166.6691096
03/03/2022	198.4573104
04/03/2022	177.7207768
05/03/2022	192.9204837
06/03/2022	103.9025284
07/03/2022	137.1894467
08/03/2022	144.0600953
09/03/2022	997.5778674
10/03/2022	153.1879809
11/03/2022	151.1945768
12/03/2022	192.3378527
13/03/2022	99.14987175
14/03/2022	174.8882374
15/03/2022	149.8314401
16/03/2022	141.7662147
17/03/2022	148.2337853
18/03/2022	149.5492855
19/03/2022	188.6368633
20/03/2022	103.3125687
21/03/2022	875.6174423
22/03/2022	267.5705387
25/03/2022	386.3906193
26/03/2022	404.4668377
27/03/2022	184.862587
28/03/2022	366.2623672
29/03/2022	403.3345548
30/03/2022	452.9351411
31/03/2022	474.8735801
01/04/2022	464.9725174
02/04/2022	542.7812385
03/04/2022	249.3807255
04/04/2022	412.9791132
05/04/2022	457.5229022
06/04/2022	542.9461341
07/04/2022	523.506779
08/04/2022	543.2063027
09/04/2022	725.1997069
10/04/2022	312.2499084
11/04/2022	487.5998534
12/04/2022	567.6328325
13/04/2022	605.5001832
14/04/2022	589.5089776
15/04/2022	199.4650055
16/04/2022	349.4833272
17/04/2022	100.2784903
18/04/2022	102.6419934
19/04/2022	463.4701356
20/04/2022	528.7431294
21/04/2022	990.0476365
22/04/2022	530.4177354
23/04/2022	828.6368633
24/04/2022	309.5529498
25/04/2022	430.7695126
26/04/2022	506.5262001
27/04/2022	542.2315867
28/04/2022	522.8398681
29/04/2022	492.2059362
30/04/2022	556.4272627
01/05/2022	188.050568
02/05/2022	87.77940638
03/05/2022	358.8677171
04/05/2022	449.5602785
05/05/2022	406.0205203
06/05/2022	400.3994137
07/05/2022	509.4943203
08/05/2022	186.0315134
09/05/2022	322.0740198
10/05/2022	377.4129718
11/05/2022	381.0076951
12/05/2022	368.7358007
13/05/2022	316.8156834
14/05/2022	368.5122756
15/05/2022	160.3591059
16/05/2022	246.6251374
17/05/2022	284.9981678
18/05/2022	289.8827409
19/05/2022	308.3766948
20/05/2022	268.167827
21/05/2022	334.0930744
22/05/2022	116.5371931
23/05/2022	207.3250275
24/05/2022	239.8387688
25/05/2022	208.7211433
26/05/2022	314.3569073
27/05/2022	222.3671675
28/05/2022	242.128985
29/05/2022	107.4972517
30/05/2022	197.7684133
31/05/2022	221.4364236
01/06/2022	194.7746427
02/06/2022	59.54562111
03/06/2022	20.9417369
04/06/2022	101.2532063
05/06/2022	127.2920484
06/06/2022	129.9413705
07/06/2022	155.837303
08/06/2022	178.252107
09/06/2022	158.8823745
10/06/2022	153.4298278
11/06/2022	205.720044
12/06/2022	95.47819714
13/06/2022	110.8611213
14/06/2022	118.7724441
15/06/2022	133.4261634
16/06/2022	141.6599487
17/06/2022	125.2803225
18/06/2022	176.7827043
19/06/2022	79.95602785
20/06/2022	367.0611946
21/06/2022	130.3774276
22/06/2022	140.010993
23/06/2022	133.4481495
24/06/2022	134.2872847
25/06/2022	212.0593624
26/06/2022	94.82960791
27/06/2022	124.4485159
28/06/2022	138.3693661
29/06/2022	143.4298278
30/06/2022	349.4246977
01/07/2022	124.6866984
02/07/2022	184.3715647
03/07/2022	88.25943569
04/07/2022	118.4389886
05/07/2022	122.8252107
06/07/2022	125.7383657
07/07/2022	130.571638
08/07/2022	128.3913521
09/07/2022	186.9475999
10/07/2022	77.42030048
11/07/2022	94.14803957
12/07/2022	102.627336
13/07/2022	111.7259069
14/07/2022	113.5947233
15/07/2022	112.2022719
16/07/2022	183.7412972
17/07/2022	73.92085013
18/07/2022	72.80688897
19/07/2022	68.26676438
20/07/2022	97.91132283
21/07/2022	95.93624038
22/07/2022	110.0769513
23/07/2022	153.9391719
24/07/2022	71.84316599
25/07/2022	99.79113228
26/07/2022	94.86991572
27/07/2022	96.02052034
28/07/2022	112.8581898
29/07/2022	89.70685233
30/07/2022	121.0150238
31/07/2022	56.11212898
01/08/2022	71.41443752
02/08/2022	69.22682301
03/08/2022	76.1451081
04/08/2022	126.4455845
05/08/2022	71.49505313
06/08/2022	95.44521803
07/08/2022	45.8336387
08/08/2022	61.48772444
09/08/2022	56.92561378
10/08/2022	58.70282155
11/08/2022	60.79516306
12/08/2022	55.15207036
13/08/2022	79.53096372
14/08/2022	35.6907292
15/08/2022	89.75815317
16/08/2022	54.17735434
17/08/2022	55.76768047
18/08/2022	54.03444485
19/08/2022	51.64895566
20/08/2022	78.91168926
21/08/2022	30.41773543
22/08/2022	50.82447783
23/08/2022	54.02345181
24/08/2022	61.58299743
25/08/2022	65.93257604
26/08/2022	51.37412972
27/08/2022	66.13045071
28/08/2022	25.14474166
29/08/2022	11.37046537
30/08/2022	55.01282521
31/08/2022	57.73176988
01/09/2022	40.34444852
02/09/2022	35.84829608
03/09/2022	57.4459509
04/09/2022	21.95676072
