Entity	Date	Vaccinations
Africa	09/08/2024	0
Africa	10/08/2024	0
Africa	11/08/2024	0
Africa	12/08/2024	0
Albania	13/01/2021	60
Albania	14/01/2021	78
Albania	15/01/2021	42
Albania	16/01/2021	61
Albania	17/01/2021	36
Albania	18/01/2021	42
Albania	19/01/2021	36
Albania	20/01/2021	36
Albania	21/01/2021	30
Albania	18/02/2021	1348
Albania	19/02/2021	1128
Albania	23/03/2021	3461
Albania	24/03/2021	2302
Albania	25/03/2021	5356
Albania	26/03/2021	2900
Albania	27/03/2021	1827
Albania	28/03/2021	13925
Albania	31/03/2021	19525
Albania	01/04/2021	16617
Albania	02/04/2021	17023
Albania	03/04/2021	13010
Albania	04/04/2021	7386
Albania	05/04/2021	13826
Albania	06/04/2021	14880
Albania	07/04/2021	10791
Albania	08/04/2021	10163
Albania	09/04/2021	8134
Albania	10/04/2021	6134
Albania	13/04/2021	13685
Albania	16/04/2021	10134
Albania	17/04/2021	10218
Albania	18/04/2021	8065
Albania	19/04/2021	13029
Albania	20/04/2021	4066
Albania	21/04/2021	22075
Albania	22/04/2021	10923
Albania	23/04/2021	8353
Albania	24/04/2021	8713
Albania	27/04/2021	8236
Albania	28/04/2021	16773
Albania	29/04/2021	19620
Albania	30/04/2021	23655
Albania	01/05/2021	17125
Albania	04/05/2021	19886
Albania	05/05/2021	19197
Albania	06/05/2021	15642
Albania	07/05/2021	13467
Albania	08/05/2021	11073
Albania	09/05/2021	3234
Albania	10/05/2021	12959
Albania	11/05/2021	9548
Albania	12/05/2021	10169
Albania	13/05/2021	5662
Albania	14/05/2021	14992
Albania	18/05/2021	8864
Albania	19/05/2021	8864
Albania	20/05/2021	5932
Albania	21/05/2021	5103
Albania	24/05/2021	8519
Albania	27/05/2021	10057
Albania	31/05/2021	4257
Albania	01/06/2021	3881
Albania	07/06/2021	5058
Albania	08/06/2021	6310
Albania	09/06/2021	6564
Albania	10/06/2021	6497
Albania	11/06/2021	7228
Albania	12/06/2021	4587
Albania	13/06/2021	1562
Albania	14/06/2021	6105
Albania	15/06/2021	5895
Albania	16/06/2021	5797
Albania	17/06/2021	8401
Albania	21/06/2021	9140
Albania	22/06/2021	11377
Albania	23/06/2021	11445
Albania	24/06/2021	10012
Albania	29/06/2021	12059
Albania	30/06/2021	12536
Albania	01/07/2021	6452
Albania	02/07/2021	7013
Albania	05/07/2021	5531
Albania	06/07/2021	5982
Albania	07/07/2021	5600
Albania	08/07/2021	5634
Albania	09/07/2021	5257
Albania	10/07/2021	4854
Albania	11/07/2021	1394
Albania	12/07/2021	6432
Albania	13/07/2021	6433
Albania	14/07/2021	7832
Albania	15/07/2021	8609
Albania	16/07/2021	7934
Albania	17/07/2021	7093
Albania	18/07/2021	2230
Albania	21/07/2021	13029
Albania	22/07/2021	14332
Albania	30/07/2021	11078
Albania	31/07/2021	8086
Albania	01/08/2021	4154
Albania	02/08/2021	9674
Albania	03/08/2021	8879
Albania	04/08/2021	7765
Albania	05/08/2021	8631
Albania	16/08/2021	9556
Albania	17/08/2021	9585
Albania	22/08/2021	3414
Albania	23/08/2021	9950
Albania	24/08/2021	9677
Albania	25/08/2021	9263
Albania	26/08/2021	10254
Albania	27/08/2021	12070
Albania	30/08/2021	13284
Albania	31/08/2021	14268
Albania	01/09/2021	12934
Albania	02/09/2021	14648
Albania	07/09/2021	14394
Albania	08/09/2021	13687
Albania	09/09/2021	12089
Albania	10/09/2021	10173
Albania	11/09/2021	8621
Albania	12/09/2021	3356
Albania	13/09/2021	8605
Albania	14/09/2021	7954
Albania	15/09/2021	7525
Albania	16/09/2021	7350
Albania	17/09/2021	7253
Albania	20/09/2021	7711
Albania	21/09/2021	7995
Albania	22/09/2021	8503
Albania	23/09/2021	9551
Albania	24/09/2021	9911
Albania	28/09/2021	8863
Albania	29/09/2021	8553
Albania	30/09/2021	8824
Albania	01/10/2021	7733
Albania	02/10/2021	6934
Albania	05/10/2021	6828
Albania	06/10/2021	6551
Albania	07/10/2021	5891
Albania	08/10/2021	5608
Albania	09/10/2021	5759
Albania	12/10/2021	6634
Albania	13/10/2021	6147
Albania	18/10/2021	5805
Albania	19/10/2021	5973
Albania	20/10/2021	5981
Albania	21/10/2021	5720
Albania	22/10/2021	5607
Albania	25/10/2021	5488
Albania	28/10/2021	5611
Albania	29/10/2021	5172
Albania	07/11/2021	2472
Albania	10/11/2021	8614
Albania	11/11/2021	8258
Albania	17/11/2021	8607
Albania	18/11/2021	8205
Albania	25/11/2021	7112
Albania	01/12/2021	10758
Albania	06/12/2021	9202
Albania	07/12/2021	10133
Albania	08/12/2021	5009
Albania	13/12/2021	9944
Albania	14/12/2021	10313
Albania	15/12/2021	9865
Albania	05/01/2022	11284
Albania	11/01/2022	9006
Albania	07/02/2022	5146
Albania	14/02/2022	3966
Albania	15/02/2022	3891
Albania	16/02/2022	3488
Albania	15/03/2022	2541
Algeria	30/01/2021	30
Algeria	22/11/2021	23526
Algeria	30/11/2021	147230
Andorra	05/04/2021	2829
Andorra	12/04/2021	1973
Anguilla	14/02/2021	1421
Antigua and Barbuda	17/04/2021	225
Antigua and Barbuda	26/05/2021	2221
Antigua and Barbuda	27/05/2021	1709
Antigua and Barbuda	07/06/2021	1686
Antigua and Barbuda	09/07/2021	260
Antigua and Barbuda	21/07/2021	114
Antigua and Barbuda	22/07/2021	1325
Antigua and Barbuda	29/07/2021	135
Antigua and Barbuda	31/08/2021	432
Antigua and Barbuda	01/03/2022	305
Argentina	30/12/2020	20102
Argentina	31/12/2020	2806
Argentina	01/01/2021	129
Argentina	02/01/2021	3312
Argentina	03/01/2021	446
Argentina	04/01/2021	10463
Argentina	05/01/2021	10731
Argentina	06/01/2021	10120
Argentina	07/01/2021	18234
Argentina	08/01/2021	27894
Argentina	09/01/2021	10211
Argentina	10/01/2021	1179
Argentina	11/01/2021	19831
Argentina	12/01/2021	19397
Argentina	13/01/2021	16778
Argentina	14/01/2021	16650
Argentina	15/01/2021	17447
Argentina	16/01/2021	5885
Argentina	17/01/2021	1064
Argentina	18/01/2021	9834
Argentina	19/01/2021	13257
Argentina	20/01/2021	19434
Argentina	21/01/2021	14121
Argentina	22/01/2021	9224
Argentina	23/01/2021	3950
Argentina	24/01/2021	304
Argentina	25/01/2021	14220
Argentina	26/01/2021	12817
Argentina	27/01/2021	10115
Argentina	28/01/2021	16050
Argentina	29/01/2021	23505
Argentina	30/01/2021	9316
Argentina	31/01/2021	625
Argentina	01/02/2021	19536
Argentina	02/02/2021	23884
Argentina	03/02/2021	26625
Argentina	04/02/2021	28143
Argentina	05/02/2021	33048
Argentina	06/02/2021	10932
Argentina	07/02/2021	1385
Argentina	08/02/2021	23437
Argentina	09/02/2021	20205
Argentina	10/02/2021	15629
Argentina	11/02/2021	17862
Argentina	12/02/2021	15844
Argentina	13/02/2021	3036
Argentina	14/02/2021	153
Argentina	15/02/2021	1318
Argentina	16/02/2021	1313
Argentina	17/02/2021	24417
Argentina	18/02/2021	63849
Argentina	19/02/2021	67912
Argentina	20/02/2021	32625
Argentina	21/02/2021	20182
Argentina	22/02/2021	67596
Argentina	23/02/2021	86984
Argentina	24/02/2021	93871
Argentina	25/02/2021	79500
Argentina	26/02/2021	81726
Argentina	27/02/2021	17912
Argentina	28/02/2021	6129
Argentina	01/03/2021	74589
Argentina	02/03/2021	75648
Argentina	03/03/2021	71530
Argentina	04/03/2021	112105
Argentina	05/03/2021	111767
Argentina	06/03/2021	54951
Argentina	07/03/2021	11798
Argentina	08/03/2021	102525
Argentina	09/03/2021	115832
Argentina	10/03/2021	164016
Argentina	11/03/2021	186920
Argentina	12/03/2021	161703
Argentina	13/03/2021	46402
Argentina	14/03/2021	9174
Argentina	15/03/2021	137654
Argentina	16/03/2021	133761
Argentina	17/03/2021	139623
Argentina	18/03/2021	138987
Argentina	19/03/2021	126226
Argentina	20/03/2021	50892
Argentina	21/03/2021	19636
Argentina	22/03/2021	83081
Argentina	23/03/2021	106510
Argentina	24/03/2021	37469
Argentina	25/03/2021	103219
Argentina	26/03/2021	93594
Argentina	27/03/2021	55109
Argentina	28/03/2021	20835
Argentina	29/03/2021	120225
Argentina	30/03/2021	163075
Argentina	31/03/2021	174999
Argentina	01/04/2021	117168
Argentina	02/04/2021	68170
Argentina	03/04/2021	74482
Argentina	04/04/2021	48498
Argentina	05/04/2021	166039
Argentina	06/04/2021	194049
Argentina	07/04/2021	238477
Argentina	08/04/2021	236007
Argentina	09/04/2021	240443
Argentina	10/04/2021	92958
Argentina	11/04/2021	48319
Argentina	12/04/2021	181850
Argentina	13/04/2021	186116
Argentina	14/04/2021	171725
Argentina	15/04/2021	151139
Argentina	16/04/2021	123750
Argentina	17/04/2021	45730
Argentina	18/04/2021	19907
Argentina	19/04/2021	90511
Argentina	20/04/2021	122765
Argentina	21/04/2021	174014
Argentina	22/04/2021	178244
Argentina	23/04/2021	194606
Argentina	24/04/2021	92259
Argentina	25/04/2021	49323
Argentina	26/04/2021	172165
Argentina	27/04/2021	153783
Argentina	28/04/2021	159060
Argentina	29/04/2021	156350
Argentina	30/04/2021	114995
Argentina	01/05/2021	20313
Argentina	02/05/2021	40181
Argentina	03/05/2021	174772
Argentina	04/05/2021	232104
Argentina	05/05/2021	245078
Argentina	06/05/2021	202902
Argentina	07/05/2021	205435
Argentina	08/05/2021	74292
Argentina	09/05/2021	18698
Argentina	10/05/2021	141730
Argentina	11/05/2021	140511
Argentina	12/05/2021	197681
Argentina	13/05/2021	192199
Argentina	14/05/2021	196582
Argentina	15/05/2021	95119
Argentina	16/05/2021	67608
Argentina	17/05/2021	187001
Argentina	18/05/2021	198309
Argentina	19/05/2021	167791
Argentina	20/05/2021	182664
Argentina	21/05/2021	177326
Argentina	22/05/2021	100469
Argentina	23/05/2021	45278
Argentina	24/05/2021	88398
Argentina	25/05/2021	63440
Argentina	26/05/2021	153168
Argentina	27/05/2021	169481
Argentina	28/05/2021	246178
Argentina	29/05/2021	227540
Argentina	30/05/2021	128899
Argentina	31/05/2021	299122
Argentina	01/06/2021	314999
Argentina	02/06/2021	309458
Argentina	03/06/2021	349753
Argentina	04/06/2021	408307
Argentina	05/06/2021	326888
Argentina	06/06/2021	217416
Argentina	07/06/2021	353304
Argentina	08/06/2021	370014
Argentina	09/06/2021	372443
Argentina	10/06/2021	335156
Argentina	11/06/2021	366882
Argentina	12/06/2021	185169
Argentina	13/06/2021	82702
Argentina	14/06/2021	238124
Argentina	15/06/2021	257924
Argentina	16/06/2021	287220
Argentina	17/06/2021	314474
Argentina	18/06/2021	399416
Argentina	19/06/2021	232642
Argentina	20/06/2021	99225
Argentina	21/06/2021	169759
Argentina	22/06/2021	288003
Argentina	23/06/2021	263252
Argentina	24/06/2021	304603
Argentina	25/06/2021	376902
Argentina	26/06/2021	316382
Argentina	27/06/2021	176290
Argentina	28/06/2021	373177
Argentina	29/06/2021	374556
Argentina	30/06/2021	375879
Argentina	01/07/2021	432368
Argentina	02/07/2021	415752
Argentina	03/07/2021	336732
Argentina	04/07/2021	196573
Argentina	05/07/2021	410040
Argentina	06/07/2021	417030
Argentina	07/07/2021	404552
Argentina	08/07/2021	410662
Argentina	09/07/2021	357701
Argentina	10/07/2021	332076
Argentina	11/07/2021	165561
Argentina	12/07/2021	387337
Argentina	13/07/2021	393724
Argentina	14/07/2021	398506
Argentina	15/07/2021	400118
Argentina	16/07/2021	456523
Argentina	17/07/2021	322748
Argentina	18/07/2021	168272
Argentina	19/07/2021	418888
Argentina	20/07/2021	448806
Argentina	21/07/2021	420146
Argentina	22/07/2021	388452
Argentina	23/07/2021	408902
Argentina	24/07/2021	237731
Argentina	25/07/2021	133929
Argentina	26/07/2021	407832
Argentina	27/07/2021	428437
Argentina	28/07/2021	460243
Argentina	29/07/2021	425242
Argentina	30/07/2021	427292
Argentina	31/07/2021	274921
Argentina	01/08/2021	167477
Argentina	02/08/2021	417400
Argentina	03/08/2021	408338
Argentina	04/08/2021	417698
Argentina	05/08/2021	430662
Argentina	06/08/2021	414254
Argentina	07/08/2021	278321
Argentina	08/08/2021	161782
Argentina	09/08/2021	391291
Argentina	10/08/2021	370755
Argentina	11/08/2021	412970
Argentina	12/08/2021	392728
Argentina	13/08/2021	417039
Argentina	14/08/2021	256723
Argentina	15/08/2021	162744
Argentina	16/08/2021	191125
Argentina	17/08/2021	439979
Argentina	18/08/2021	435535
Argentina	19/08/2021	426322
Argentina	20/08/2021	436924
Argentina	21/08/2021	257392
Argentina	22/08/2021	170123
Argentina	23/08/2021	408868
Argentina	24/08/2021	449246
Argentina	25/08/2021	426823
Argentina	26/08/2021	442990
Argentina	27/08/2021	468016
Argentina	28/08/2021	243821
Argentina	29/08/2021	168977
Argentina	30/08/2021	418320
Argentina	31/08/2021	461475
Argentina	01/09/2021	456339
Argentina	02/09/2021	448554
Argentina	03/09/2021	435103
Argentina	04/09/2021	296325
Argentina	05/09/2021	196959
Argentina	06/09/2021	442115
Argentina	07/09/2021	464157
Argentina	08/09/2021	374205
Argentina	09/09/2021	398255
Argentina	10/09/2021	343042
Argentina	11/09/2021	198917
Argentina	12/09/2021	9820
Argentina	13/09/2021	302954
Argentina	14/09/2021	279969
Argentina	15/09/2021	330708
Argentina	16/09/2021	361611
Argentina	17/09/2021	363885
Argentina	18/09/2021	221490
Argentina	19/09/2021	137794
Argentina	20/09/2021	346389
Argentina	21/09/2021	309785
Argentina	22/09/2021	328956
Argentina	23/09/2021	312248
Argentina	24/09/2021	261529
Argentina	25/09/2021	128334
Argentina	26/09/2021	88082
Argentina	27/09/2021	282831
Argentina	28/09/2021	301181
Argentina	29/09/2021	255784
Argentina	30/09/2021	336954
Argentina	01/10/2021	304552
Argentina	02/10/2021	179221
Argentina	03/10/2021	108606
Argentina	04/10/2021	230313
Argentina	05/10/2021	266976
Argentina	06/10/2021	247991
Argentina	07/10/2021	265016
Argentina	08/10/2021	121459
Argentina	09/10/2021	116044
Argentina	10/10/2021	78873
Argentina	11/10/2021	76507
Argentina	12/10/2021	347502
Argentina	13/10/2021	380199
Argentina	14/10/2021	424768
Argentina	15/10/2021	426682
Argentina	16/10/2021	254040
Argentina	17/10/2021	103722
Argentina	18/10/2021	423729
Argentina	19/10/2021	424602
Argentina	20/10/2021	415255
Argentina	21/10/2021	420176
Argentina	22/10/2021	464223
Argentina	23/10/2021	216992
Argentina	24/10/2021	145996
Argentina	25/10/2021	365326
Argentina	26/10/2021	410580
Argentina	27/10/2021	328830
Argentina	28/10/2021	352953
Argentina	29/10/2021	325763
Argentina	30/10/2021	129755
Argentina	31/10/2021	150252
Argentina	01/11/2021	299277
Argentina	02/11/2021	321359
Argentina	03/11/2021	351127
Argentina	04/11/2021	360355
Argentina	05/11/2021	311619
Argentina	06/11/2021	167264
Argentina	07/11/2021	127942
Argentina	08/11/2021	250585
Argentina	09/11/2021	353069
Argentina	10/11/2021	370278
Argentina	11/11/2021	383629
Argentina	12/11/2021	396549
Argentina	13/11/2021	189802
Argentina	14/11/2021	9714
Argentina	15/11/2021	338189
Argentina	16/11/2021	378531
Argentina	17/11/2021	367733
Argentina	18/11/2021	361998
Argentina	19/11/2021	390858
Argentina	20/11/2021	174103
Argentina	21/11/2021	93457
Argentina	22/11/2021	107667
Argentina	23/11/2021	337438
Argentina	24/11/2021	348530
Argentina	25/11/2021	321428
Argentina	26/11/2021	333722
Argentina	27/11/2021	157237
Argentina	28/11/2021	89579
Argentina	29/11/2021	358662
Argentina	30/11/2021	371872
Argentina	01/12/2021	381218
Argentina	02/12/2021	397312
Argentina	03/12/2021	316510
Argentina	04/12/2021	163969
Argentina	05/12/2021	96578
Argentina	06/12/2021	313499
Argentina	07/12/2021	336270
Argentina	08/12/2021	135337
Argentina	09/12/2021	302191
Argentina	10/12/2021	315747
Argentina	11/12/2021	155395
Argentina	12/12/2021	97593
Argentina	13/12/2021	326324
Argentina	14/12/2021	338932
Argentina	15/12/2021	383211
Argentina	16/12/2021	366870
Argentina	17/12/2021	331698
Argentina	18/12/2021	162433
Argentina	19/12/2021	92547
Argentina	20/12/2021	346716
Argentina	21/12/2021	352865
Argentina	22/12/2021	327558
Argentina	23/12/2021	239429
Argentina	24/12/2021	12896
Argentina	25/12/2021	753
Argentina	26/12/2021	53178
Argentina	27/12/2021	434218
Argentina	28/12/2021	525198
Argentina	29/12/2021	499739
Argentina	30/12/2021	427071
Argentina	31/12/2021	32113
Argentina	01/01/2022	4612
Argentina	02/01/2022	103755
Argentina	03/01/2022	494511
Argentina	04/01/2022	552238
Argentina	05/01/2022	547062
Argentina	06/01/2022	548287
Argentina	07/01/2022	572427
Argentina	08/01/2022	271814
Argentina	09/01/2022	164335
Argentina	10/01/2022	517246
Argentina	11/01/2022	502565
Argentina	12/01/2022	502792
Argentina	13/01/2022	467355
Argentina	14/01/2022	421632
Argentina	15/01/2022	188402
Argentina	16/01/2022	133960
Argentina	17/01/2022	422030
Argentina	18/01/2022	409138
Argentina	19/01/2022	388218
Argentina	20/01/2022	384473
Argentina	21/01/2022	372937
Argentina	22/01/2022	173809
Argentina	23/01/2022	118844
Argentina	24/01/2022	367934
Argentina	25/01/2022	348520
Argentina	26/01/2022	345381
Argentina	27/01/2022	353349
Argentina	28/01/2022	349258
Argentina	29/01/2022	157980
Argentina	30/01/2022	96552
Argentina	31/01/2022	359895
Argentina	01/02/2022	343630
Argentina	02/02/2022	318317
Argentina	03/02/2022	280983
Argentina	04/02/2022	323991
Argentina	05/02/2022	135796
Argentina	06/02/2022	91454
Argentina	07/02/2022	288583
Argentina	08/02/2022	274187
Argentina	09/02/2022	303130
Argentina	10/02/2022	270057
Argentina	11/02/2022	243335
Argentina	12/02/2022	123993
Argentina	13/02/2022	77376
Argentina	14/02/2022	232199
Argentina	15/02/2022	219871
Argentina	16/02/2022	218235
Argentina	17/02/2022	213840
Argentina	18/02/2022	218068
Argentina	19/02/2022	89228
Argentina	20/02/2022	54437
Argentina	21/02/2022	206386
Argentina	22/02/2022	206286
Argentina	23/02/2022	208820
Argentina	24/02/2022	174155
Argentina	25/02/2022	209181
Argentina	26/02/2022	73207
Argentina	27/02/2022	35477
Argentina	28/02/2022	45466
Argentina	01/03/2022	44293
Argentina	02/03/2022	135642
Argentina	03/03/2022	129021
Argentina	04/03/2022	126632
Argentina	05/03/2022	59033
Argentina	06/03/2022	55196
Argentina	07/03/2022	153717
Argentina	08/03/2022	105124
Argentina	09/03/2022	120794
Argentina	10/03/2022	117714
Argentina	11/03/2022	128798
Argentina	12/03/2022	57860
Argentina	13/03/2022	28481
Argentina	14/03/2022	107639
Argentina	15/03/2022	128192
Argentina	16/03/2022	121389
Argentina	17/03/2022	118105
Argentina	18/03/2022	125377
Argentina	19/03/2022	67519
Argentina	20/03/2022	31944
Argentina	21/03/2022	118841
Argentina	22/03/2022	109705
Argentina	23/03/2022	118643
Argentina	24/03/2022	24643
Argentina	25/03/2022	113315
Argentina	26/03/2022	49842
Argentina	27/03/2022	22099
Argentina	28/03/2022	108508
Argentina	29/03/2022	97624
Argentina	30/03/2022	95030
Argentina	31/03/2022	98749
Argentina	01/04/2022	89807
Argentina	02/04/2022	24832
Argentina	03/04/2022	14744
Argentina	04/04/2022	78224
Argentina	05/04/2022	76483
Argentina	06/04/2022	72020
Argentina	07/04/2022	67422
Argentina	08/04/2022	74885
Argentina	09/04/2022	29544
Argentina	10/04/2022	12724
Argentina	11/04/2022	68170
Argentina	12/04/2022	70047
Argentina	13/04/2022	75929
Argentina	14/04/2022	22831
Argentina	15/04/2022	12514
Argentina	16/04/2022	23187
Argentina	17/04/2022	7019
Argentina	18/04/2022	92746
Argentina	19/04/2022	102883
Argentina	20/04/2022	115057
Argentina	21/04/2022	109068
Argentina	22/04/2022	116153
Argentina	23/04/2022	43569
Argentina	24/04/2022	17541
Argentina	25/04/2022	117133
Argentina	26/04/2022	109026
Argentina	27/04/2022	115914
Argentina	28/04/2022	130520
Argentina	29/04/2022	133379
Argentina	30/04/2022	46844
Argentina	01/05/2022	1111
Argentina	02/05/2022	111574
Argentina	03/05/2022	126770
Argentina	04/05/2022	131197
Argentina	05/05/2022	154212
Argentina	06/05/2022	152291
Argentina	07/05/2022	57539
Argentina	08/05/2022	29714
Argentina	09/05/2022	157727
Argentina	10/05/2022	177965
Argentina	11/05/2022	161803
Argentina	12/05/2022	168376
Argentina	13/05/2022	204045
Argentina	14/05/2022	88676
Argentina	15/05/2022	41646
Argentina	16/05/2022	177997
Argentina	17/05/2022	208202
Argentina	18/05/2022	2789
Argentina	19/05/2022	198925
Argentina	20/05/2022	210932
Argentina	21/05/2022	111126
Argentina	22/05/2022	51186
Argentina	23/05/2022	225235
Argentina	24/05/2022	209989
Argentina	25/05/2022	36414
Argentina	26/05/2022	210549
Argentina	27/05/2022	232654
Argentina	28/05/2022	113807
Argentina	29/05/2022	57942
Argentina	30/05/2022	200752
Argentina	31/05/2022	191197
Argentina	01/06/2022	161371
Argentina	02/06/2022	162550
Argentina	03/06/2022	177185
Argentina	04/06/2022	43076
Argentina	05/06/2022	18150
Argentina	06/06/2022	144815
Argentina	07/06/2022	139040
Argentina	08/06/2022	143305
Argentina	09/06/2022	140916
Argentina	10/06/2022	153698
Argentina	11/06/2022	38968
Argentina	12/06/2022	17169
Argentina	13/06/2022	136540
Argentina	14/06/2022	145695
Argentina	15/06/2022	144389
Argentina	16/06/2022	151611
Argentina	17/06/2022	24420
Argentina	18/06/2022	27199
Argentina	19/06/2022	1439
Argentina	20/06/2022	18322
Argentina	21/06/2022	115622
Argentina	22/06/2022	111778
Argentina	23/06/2022	109797
Argentina	24/06/2022	118542
Argentina	25/06/2022	29742
Argentina	26/06/2022	17949
Argentina	27/06/2022	66667
Argentina	28/06/2022	101861
Argentina	29/06/2022	101239
Argentina	30/06/2022	101045
Argentina	01/07/2022	102471
Argentina	02/07/2022	27124
Argentina	03/07/2022	14524
Argentina	04/07/2022	89035
Argentina	05/07/2022	92668
Argentina	06/07/2022	92949
Argentina	07/07/2022	93313
Argentina	08/07/2022	93361
Argentina	09/07/2022	20584
Argentina	10/07/2022	12991
Argentina	11/07/2022	77092
Argentina	12/07/2022	81162
Argentina	13/07/2022	81013
Argentina	14/07/2022	77432
Argentina	15/07/2022	70622
Argentina	16/07/2022	15739
Argentina	17/07/2022	9386
Argentina	18/07/2022	66114
Argentina	19/07/2022	74873
Argentina	20/07/2022	63851
Argentina	21/07/2022	66051
Argentina	22/07/2022	73974
Argentina	23/07/2022	14610
Argentina	24/07/2022	6393
Argentina	25/07/2022	53145
Argentina	26/07/2022	65457
Argentina	27/07/2022	62373
Argentina	28/07/2022	65618
Argentina	29/07/2022	75996
Argentina	30/07/2022	15737
Argentina	31/07/2022	6875
Argentina	01/08/2022	47247
Argentina	02/08/2022	49162
Argentina	03/08/2022	45690
Argentina	04/08/2022	43160
Argentina	05/08/2022	56812
Argentina	06/08/2022	10235
Argentina	07/08/2022	4686
Argentina	08/08/2022	48534
Argentina	09/08/2022	49195
Argentina	10/08/2022	51236
Argentina	11/08/2022	50552
Argentina	12/08/2022	57910
Argentina	13/08/2022	11606
Argentina	14/08/2022	4922
Argentina	15/08/2022	6512
Argentina	16/08/2022	44815
Argentina	17/08/2022	45354
Argentina	18/08/2022	46478
Argentina	19/08/2022	46147
Argentina	20/08/2022	9095
Argentina	21/08/2022	3113
Argentina	22/08/2022	43190
Argentina	23/08/2022	42071
Argentina	24/08/2022	43699
Argentina	25/08/2022	38999
Argentina	26/08/2022	40800
Argentina	27/08/2022	7590
Argentina	28/08/2022	3158
Argentina	29/08/2022	34220
Argentina	30/08/2022	31905
Argentina	31/08/2022	32177
Argentina	01/09/2022	28581
Argentina	02/09/2022	6172
Argentina	03/09/2022	6089
Argentina	04/09/2022	2035
Argentina	05/09/2022	29576
Argentina	06/09/2022	31653
Argentina	07/09/2022	29999
Argentina	08/09/2022	28188
Argentina	09/09/2022	30097
Argentina	10/09/2022	5853
Argentina	11/09/2022	1873
Argentina	12/09/2022	26054
Argentina	13/09/2022	26593
Argentina	14/09/2022	26005
Argentina	15/09/2022	24777
Argentina	16/09/2022	26532
Argentina	17/09/2022	4229
Argentina	18/09/2022	1559
Argentina	19/09/2022	21776
Argentina	20/09/2022	21562
Argentina	21/09/2022	17670
Argentina	22/09/2022	24264
Argentina	23/09/2022	24599
Argentina	24/09/2022	3724
Argentina	25/09/2022	1467
Argentina	26/09/2022	21094
Argentina	27/09/2022	19195
Argentina	28/09/2022	17887
Argentina	29/09/2022	19167
Argentina	30/09/2022	19397
Argentina	01/10/2022	2844
Argentina	02/10/2022	762
Argentina	03/10/2022	16350
Argentina	04/10/2022	16348
Argentina	05/10/2022	16031
Argentina	06/10/2022	18431
Argentina	07/10/2022	2628
Argentina	08/10/2022	1898
Argentina	09/10/2022	789
Argentina	10/10/2022	1274
Argentina	11/10/2022	14305
Argentina	12/10/2022	14124
Argentina	13/10/2022	14210
Argentina	14/10/2022	14617
Argentina	15/10/2022	2140
Argentina	16/10/2022	377
Argentina	17/10/2022	11966
Argentina	18/10/2022	13420
Argentina	19/10/2022	14206
Argentina	20/10/2022	14676
Argentina	21/10/2022	15939
Argentina	22/10/2022	2708
Argentina	23/10/2022	939
Argentina	24/10/2022	12956
Argentina	25/10/2022	13464
Argentina	26/10/2022	11245
Argentina	27/10/2022	13610
Argentina	28/10/2022	13229
Argentina	29/10/2022	1765
Argentina	30/10/2022	380
Argentina	31/10/2022	11903
Argentina	01/11/2022	13682
Argentina	02/11/2022	15528
Argentina	03/11/2022	20130
Argentina	04/11/2022	24390
Argentina	05/11/2022	3969
Argentina	06/11/2022	4707
Argentina	07/11/2022	24533
Argentina	08/11/2022	24885
Argentina	09/11/2022	26986
Argentina	10/11/2022	25523
Argentina	11/11/2022	28087
Argentina	12/11/2022	4237
Argentina	13/11/2022	1273
Argentina	14/11/2022	26299
Argentina	15/11/2022	27366
Argentina	16/11/2022	25879
Argentina	17/11/2022	24095
Argentina	18/11/2022	25063
Argentina	19/11/2022	4406
Argentina	20/11/2022	807
Argentina	21/11/2022	1758
Argentina	22/11/2022	18795
Argentina	23/11/2022	24084
Argentina	24/11/2022	28646
Argentina	25/11/2022	32208
Argentina	26/11/2022	4103
Argentina	27/11/2022	1703
Argentina	28/11/2022	40840
Argentina	29/11/2022	59845
Argentina	30/11/2022	69566
Argentina	01/12/2022	72840
Argentina	02/12/2022	85151
Argentina	03/12/2022	16552
Argentina	04/12/2022	7105
Argentina	05/12/2022	102172
Argentina	06/12/2022	125965
Argentina	07/12/2022	121081
Argentina	08/12/2022	18304
Argentina	09/12/2022	16451
Argentina	10/12/2022	25574
Argentina	11/12/2022	2959
Argentina	12/12/2022	130719
Argentina	13/12/2022	123137
Argentina	14/12/2022	131345
Argentina	15/12/2022	132630
Argentina	16/12/2022	138308
Argentina	17/12/2022	27915
Argentina	18/12/2022	4072
Argentina	19/12/2022	101990
Argentina	20/12/2022	37904
Argentina	21/12/2022	115725
Argentina	22/12/2022	95366
Argentina	23/12/2022	29699
Argentina	24/12/2022	2793
Argentina	25/12/2022	349
Argentina	26/12/2022	113059
Argentina	27/12/2022	135522
Argentina	28/12/2022	128468
Argentina	29/12/2022	101457
Argentina	30/12/2022	23401
Argentina	31/12/2022	866
Argentina	01/01/2023	786
Argentina	02/01/2023	90825
Argentina	03/01/2023	107563
Argentina	04/01/2023	117433
Argentina	05/01/2023	106703
Argentina	06/01/2023	101792
Argentina	07/01/2023	15986
Argentina	08/01/2023	5437
Argentina	09/01/2023	88248
Argentina	10/01/2023	88459
Argentina	11/01/2023	88584
Argentina	12/01/2023	82510
Argentina	13/01/2023	81550
Argentina	14/01/2023	16007
Argentina	15/01/2023	5386
Argentina	16/01/2023	63799
Argentina	17/01/2023	53786
Argentina	18/01/2023	55939
